1,1435054529681,start,FATBOTSLIM,1000,2000,2
1,1435054538218,start,FATBOTSLIM,1000,2000,2
1,1435054693177,start,themainteam,1000,2100,100
1,1435054693505,ourmove,DYNAMITE
1,1435054693724,theirmove,ROCK
2,1435054693771,ourmove,PAPER
2,1435054693974,theirmove,SCISSORS
3,1435054694021,ourmove,ROCK
3,1435054694240,theirmove,ROCK
4,1435054694287,ourmove,ROCK
4,1435054694490,theirmove,SCISSORS
5,1435054694537,ourmove,DYNAMITE
5,1435054694756,theirmove,SCISSORS
6,1435054694803,ourmove,SCISSORS
6,1435054695021,theirmove,SCISSORS
7,1435054695068,ourmove,PAPER
7,1435054695271,theirmove,ROCK
8,1435054695318,ourmove,ROCK
8,1435054695521,theirmove,SCISSORS
9,1435054695568,ourmove,ROCK
9,1435054695787,theirmove,PAPER
10,1435054695818,ourmove,PAPER
10,1435054696037,theirmove,SCISSORS
11,1435054696068,ourmove,DYNAMITE
11,1435054696271,theirmove,WATERBOMB
12,1435054696287,ourmove,DYNAMITE
12,1435054696490,theirmove,WATERBOMB
13,1435054696506,ourmove,DYNAMITE
13,1435054696709,theirmove,WATERBOMB
14,1435054696709,ourmove,PAPER
14,1435054696928,theirmove,WATERBOMB
15,1435054696943,ourmove,ROCK
15,1435054697147,theirmove,WATERBOMB
16,1435054697147,ourmove,PAPER
16,1435054697365,theirmove,WATERBOMB
17,1435054697365,ourmove,SCISSORS
17,1435054697662,theirmove,WATERBOMB
18,1435054697678,ourmove,SCISSORS
18,1435054697881,theirmove,WATERBOMB
19,1435054697881,ourmove,PAPER
19,1435054698084,theirmove,WATERBOMB
20,1435054698100,ourmove,ROCK
20,1435054698303,theirmove,WATERBOMB
21,1435054698303,ourmove,PAPER
21,1435054698506,theirmove,WATERBOMB
22,1435054698522,ourmove,PAPER
22,1435054698709,theirmove,WATERBOMB
23,1435054698725,ourmove,ROCK
23,1435054698928,theirmove,WATERBOMB
24,1435054698928,ourmove,ROCK
24,1435054699147,theirmove,WATERBOMB
25,1435054699147,ourmove,SCISSORS
25,1435054699366,theirmove,WATERBOMB
26,1435054699366,ourmove,ROCK
26,1435054699584,theirmove,WATERBOMB
27,1435054699584,ourmove,PAPER
27,1435054699803,theirmove,WATERBOMB
28,1435054699803,ourmove,SCISSORS
28,1435054700022,theirmove,WATERBOMB
29,1435054700022,ourmove,ROCK
29,1435054700225,theirmove,WATERBOMB
30,1435054700241,ourmove,PAPER
30,1435054700444,theirmove,WATERBOMB
31,1435054700444,ourmove,DYNAMITE
31,1435054700663,theirmove,WATERBOMB
32,1435054700663,ourmove,ROCK
32,1435054700881,theirmove,WATERBOMB
33,1435054700881,ourmove,DYNAMITE
33,1435054701085,theirmove,WATERBOMB
34,1435054701100,ourmove,PAPER
34,1435054701301,theirmove,WATERBOMB
35,1435054701316,ourmove,ROCK
35,1435054701520,theirmove,WATERBOMB
36,1435054701535,ourmove,DYNAMITE
36,1435054701738,theirmove,WATERBOMB
37,1435054701738,ourmove,PAPER
37,1435054701957,theirmove,WATERBOMB
38,1435054701957,ourmove,DYNAMITE
38,1435054702160,theirmove,WATERBOMB
39,1435054702176,ourmove,SCISSORS
39,1435054702379,theirmove,WATERBOMB
40,1435054702379,ourmove,ROCK
40,1435054702582,theirmove,WATERBOMB
41,1435054702598,ourmove,DYNAMITE
41,1435054702801,theirmove,WATERBOMB
42,1435054702817,ourmove,PAPER
42,1435054703036,theirmove,WATERBOMB
43,1435054703036,ourmove,SCISSORS
43,1435054703254,theirmove,WATERBOMB
44,1435054703254,ourmove,SCISSORS
44,1435054703474,theirmove,WATERBOMB
45,1435054703474,ourmove,PAPER
45,1435054703677,theirmove,WATERBOMB
46,1435054703693,ourmove,PAPER
46,1435054703896,theirmove,WATERBOMB
47,1435054703896,ourmove,ROCK
47,1435054704099,theirmove,WATERBOMB
48,1435054704115,ourmove,ROCK
48,1435054704318,theirmove,WATERBOMB
49,1435054704334,ourmove,SCISSORS
49,1435054704537,theirmove,WATERBOMB
50,1435054704537,ourmove,DYNAMITE
50,1435054704756,theirmove,WATERBOMB
51,1435054704756,ourmove,SCISSORS
51,1435054704974,theirmove,WATERBOMB
52,1435054704974,ourmove,SCISSORS
52,1435054705193,theirmove,WATERBOMB
53,1435054705193,ourmove,PAPER
53,1435054705397,theirmove,WATERBOMB
54,1435054705412,ourmove,PAPER
54,1435054705615,theirmove,WATERBOMB
55,1435054705615,ourmove,DYNAMITE
55,1435054705834,theirmove,WATERBOMB
56,1435054705834,ourmove,SCISSORS
56,1435054706037,theirmove,WATERBOMB
57,1435054706053,ourmove,SCISSORS
57,1435054706256,theirmove,WATERBOMB
58,1435054706272,ourmove,ROCK
58,1435054706465,theirmove,WATERBOMB
59,1435054706481,ourmove,DYNAMITE
59,1435054706684,theirmove,WATERBOMB
60,1435054706700,ourmove,SCISSORS
60,1435054706898,theirmove,WATERBOMB
61,1435054706914,ourmove,ROCK
61,1435054707117,theirmove,WATERBOMB
62,1435054707117,ourmove,DYNAMITE
62,1435054707336,theirmove,WATERBOMB
63,1435054707336,ourmove,SCISSORS
63,1435054707554,theirmove,WATERBOMB
64,1435054707570,ourmove,SCISSORS
64,1435054707867,theirmove,WATERBOMB
65,1435054707883,ourmove,SCISSORS
65,1435054708101,theirmove,WATERBOMB
66,1435054708101,ourmove,DYNAMITE
66,1435054708320,theirmove,WATERBOMB
67,1435054708320,ourmove,SCISSORS
67,1435054708525,theirmove,WATERBOMB
68,1435054708525,ourmove,ROCK
68,1435054708728,theirmove,WATERBOMB
69,1435054708744,ourmove,SCISSORS
69,1435054708947,theirmove,WATERBOMB
70,1435054708947,ourmove,ROCK
70,1435054709165,theirmove,WATERBOMB
71,1435054709165,ourmove,ROCK
71,1435054709369,theirmove,WATERBOMB
72,1435054709384,ourmove,SCISSORS
72,1435054709587,theirmove,WATERBOMB
73,1435054709603,ourmove,ROCK
73,1435054709807,theirmove,WATERBOMB
74,1435054709807,ourmove,ROCK
74,1435054710010,theirmove,WATERBOMB
75,1435054710026,ourmove,DYNAMITE
75,1435054710229,theirmove,WATERBOMB
76,1435054710244,ourmove,DYNAMITE
76,1435054710448,theirmove,WATERBOMB
77,1435054710479,ourmove,PAPER
77,1435054710682,theirmove,WATERBOMB
78,1435054710698,ourmove,DYNAMITE
78,1435054710901,theirmove,WATERBOMB
79,1435054710916,ourmove,SCISSORS
79,1435054711119,theirmove,WATERBOMB
80,1435054711119,ourmove,DYNAMITE
80,1435054711333,theirmove,WATERBOMB
81,1435054711333,ourmove,PAPER
81,1435054711552,theirmove,WATERBOMB
82,1435054711552,ourmove,SCISSORS
82,1435054711770,theirmove,WATERBOMB
83,1435054711776,ourmove,SCISSORS
83,1435054711980,theirmove,WATERBOMB
84,1435054711996,ourmove,DYNAMITE
84,1435054712199,theirmove,WATERBOMB
85,1435054712215,ourmove,ROCK
85,1435054712418,theirmove,WATERBOMB
86,1435054712434,ourmove,DYNAMITE
86,1435054712637,theirmove,WATERBOMB
87,1435054712652,ourmove,ROCK
87,1435054712839,theirmove,WATERBOMB
88,1435054712855,ourmove,SCISSORS
88,1435054713074,theirmove,WATERBOMB
89,1435054713074,ourmove,PAPER
89,1435054713292,theirmove,WATERBOMB
90,1435054713292,ourmove,PAPER
90,1435054713512,theirmove,WATERBOMB
91,1435054713512,ourmove,ROCK
91,1435054713731,theirmove,WATERBOMB
92,1435054713731,ourmove,PAPER
92,1435054713949,theirmove,WATERBOMB
93,1435054713949,ourmove,PAPER
93,1435054714168,theirmove,WATERBOMB
94,1435054714168,ourmove,ROCK
94,1435054714391,theirmove,WATERBOMB
95,1435054714391,ourmove,PAPER
95,1435054714594,theirmove,WATERBOMB
96,1435054714610,ourmove,DYNAMITE
96,1435054714813,theirmove,WATERBOMB
97,1435054714813,ourmove,DYNAMITE
97,1435054715028,theirmove,WATERBOMB
98,1435054715028,ourmove,DYNAMITE
98,1435054715246,theirmove,WATERBOMB
99,1435054715246,ourmove,PAPER
99,1435054715465,theirmove,WATERBOMB
100,1435054715465,ourmove,PAPER
100,1435054715678,theirmove,WATERBOMB
101,1435054715693,ourmove,DYNAMITE
101,1435054715896,theirmove,WATERBOMB
102,1435054715912,ourmove,PAPER
102,1435054716131,theirmove,WATERBOMB
103,1435054716131,ourmove,SCISSORS
103,1435054716349,theirmove,WATERBOMB
104,1435054716349,ourmove,PAPER
104,1435054716568,theirmove,WATERBOMB
105,1435054716568,ourmove,SCISSORS
105,1435054716787,theirmove,WATERBOMB
106,1435054716787,ourmove,SCISSORS
106,1435054717006,theirmove,WATERBOMB
107,1435054717006,ourmove,ROCK
107,1435054717209,theirmove,WATERBOMB
108,1435054717224,ourmove,SCISSORS
108,1435054717428,theirmove,WATERBOMB
109,1435054717428,ourmove,DYNAMITE
109,1435054717647,theirmove,WATERBOMB
110,1435054717647,ourmove,DYNAMITE
110,1435054717850,theirmove,WATERBOMB
111,1435054717850,ourmove,DYNAMITE
111,1435054718069,theirmove,WATERBOMB
112,1435054718069,ourmove,DYNAMITE
112,1435054718303,theirmove,WATERBOMB
113,1435054718303,ourmove,PAPER
113,1435054718506,theirmove,WATERBOMB
114,1435054718522,ourmove,ROCK
114,1435054718725,theirmove,WATERBOMB
115,1435054718741,ourmove,PAPER
115,1435054718945,theirmove,WATERBOMB
116,1435054718945,ourmove,PAPER
116,1435054719148,theirmove,WATERBOMB
117,1435054719164,ourmove,ROCK
117,1435054719367,theirmove,WATERBOMB
118,1435054719367,ourmove,DYNAMITE
118,1435054719586,theirmove,WATERBOMB
119,1435054719586,ourmove,PAPER
119,1435054719805,theirmove,WATERBOMB
120,1435054719805,ourmove,DYNAMITE
120,1435054720023,theirmove,WATERBOMB
121,1435054720039,ourmove,ROCK
121,1435054720242,theirmove,WATERBOMB
122,1435054720242,ourmove,SCISSORS
122,1435054720456,theirmove,WATERBOMB
123,1435054720463,ourmove,DYNAMITE
123,1435054720663,theirmove,WATERBOMB
124,1435054720663,ourmove,DYNAMITE
124,1435054720866,theirmove,WATERBOMB
125,1435054720882,ourmove,SCISSORS
125,1435054721085,theirmove,WATERBOMB
126,1435054721100,ourmove,PAPER
126,1435054721303,theirmove,WATERBOMB
127,1435054721318,ourmove,ROCK
127,1435054721522,theirmove,WATERBOMB
128,1435054721522,ourmove,DYNAMITE
128,1435054721725,theirmove,WATERBOMB
129,1435054721740,ourmove,SCISSORS
129,1435054721943,theirmove,WATERBOMB
130,1435054721958,ourmove,ROCK
130,1435054722161,theirmove,WATERBOMB
131,1435054722177,ourmove,SCISSORS
131,1435054722380,theirmove,WATERBOMB
132,1435054722396,ourmove,PAPER
132,1435054722600,theirmove,WATERBOMB
133,1435054722616,ourmove,DYNAMITE
133,1435054722819,theirmove,WATERBOMB
134,1435054722834,ourmove,PAPER
134,1435054723037,theirmove,WATERBOMB
135,1435054723037,ourmove,SCISSORS
135,1435054723256,theirmove,WATERBOMB
136,1435054723256,ourmove,ROCK
136,1435054723475,theirmove,WATERBOMB
137,1435054723475,ourmove,PAPER
137,1435054723678,theirmove,WATERBOMB
138,1435054723694,ourmove,ROCK
138,1435054723897,theirmove,WATERBOMB
139,1435054723897,ourmove,PAPER
139,1435054724116,theirmove,WATERBOMB
140,1435054724116,ourmove,PAPER
140,1435054724334,theirmove,WATERBOMB
141,1435054724334,ourmove,SCISSORS
141,1435054724553,theirmove,WATERBOMB
142,1435054724553,ourmove,ROCK
142,1435054724772,theirmove,WATERBOMB
143,1435054724772,ourmove,DYNAMITE
143,1435054724977,theirmove,WATERBOMB
144,1435054724977,ourmove,DYNAMITE
144,1435054725196,theirmove,WATERBOMB
145,1435054725196,ourmove,SCISSORS
145,1435054725399,theirmove,WATERBOMB
146,1435054725399,ourmove,DYNAMITE
146,1435054725618,theirmove,WATERBOMB
147,1435054725618,ourmove,PAPER
147,1435054725821,theirmove,WATERBOMB
148,1435054725821,ourmove,DYNAMITE
148,1435054726040,theirmove,WATERBOMB
149,1435054726055,ourmove,ROCK
149,1435054726258,theirmove,WATERBOMB
150,1435054726274,ourmove,PAPER
150,1435054726477,theirmove,WATERBOMB
151,1435054726493,ourmove,ROCK
151,1435054726696,theirmove,WATERBOMB
152,1435054726696,ourmove,DYNAMITE
152,1435054726899,theirmove,WATERBOMB
153,1435054726915,ourmove,ROCK
153,1435054727118,theirmove,WATERBOMB
154,1435054727118,ourmove,DYNAMITE
154,1435054727337,theirmove,WATERBOMB
155,1435054727337,ourmove,ROCK
155,1435054727540,theirmove,WATERBOMB
156,1435054727540,ourmove,SCISSORS
156,1435054727743,theirmove,WATERBOMB
157,1435054727759,ourmove,ROCK
157,1435054727962,theirmove,WATERBOMB
158,1435054727962,ourmove,ROCK
158,1435054728165,theirmove,WATERBOMB
159,1435054728180,ourmove,SCISSORS
159,1435054728384,theirmove,WATERBOMB
160,1435054728384,ourmove,SCISSORS
160,1435054728602,theirmove,WATERBOMB
161,1435054728602,ourmove,PAPER
161,1435054728821,theirmove,WATERBOMB
162,1435054728821,ourmove,PAPER
162,1435054729024,theirmove,WATERBOMB
163,1435054729040,ourmove,PAPER
163,1435054729243,theirmove,WATERBOMB
164,1435054729243,ourmove,PAPER
164,1435054729462,theirmove,WATERBOMB
165,1435054729462,ourmove,SCISSORS
165,1435054729680,theirmove,WATERBOMB
166,1435054729696,ourmove,ROCK
166,1435054729899,theirmove,WATERBOMB
167,1435054729899,ourmove,ROCK
167,1435054730118,theirmove,WATERBOMB
168,1435054730118,ourmove,ROCK
168,1435054730321,theirmove,WATERBOMB
169,1435054730337,ourmove,SCISSORS
169,1435054730541,theirmove,WATERBOMB
170,1435054730556,ourmove,PAPER
170,1435054730744,theirmove,WATERBOMB
171,1435054730759,ourmove,DYNAMITE
171,1435054730964,theirmove,WATERBOMB
172,1435054730964,ourmove,DYNAMITE
172,1435054731167,theirmove,WATERBOMB
173,1435054731182,ourmove,DYNAMITE
173,1435054731381,theirmove,WATERBOMB
174,1435054731397,ourmove,DYNAMITE
174,1435054731600,theirmove,WATERBOMB
175,1435054731615,ourmove,PAPER
175,1435054731819,theirmove,WATERBOMB
176,1435054731834,ourmove,DYNAMITE
176,1435054732037,theirmove,WATERBOMB
177,1435054732053,ourmove,PAPER
177,1435054732256,theirmove,WATERBOMB
178,1435054732256,ourmove,PAPER
178,1435054732474,theirmove,WATERBOMB
179,1435054732474,ourmove,PAPER
179,1435054732693,theirmove,WATERBOMB
180,1435054732708,ourmove,DYNAMITE
